PA_Score,images,filename,live_fake,cross_direct,gender,subjectid
0.0264631999226994,"['190412_102_LG4000/2019-102-001-iris-left-cross-lg4000-0.png', '190412_102_LG4000/2019-102-001-iris-left-direct-lg4000-0.png']",190412_102_LG4000/2019-102-001-iris-left-cross-lg4000-0.png,live,"['cross', 'direct']",Male,0
0.0185661216017423,"['190412_102_LG4000/2019-102-001-iris-left-cross-lg4000-1.png', '190412_102_LG4000/2019-102-001-iris-left-direct-lg4000-1.png']",190412_102_LG4000/2019-102-001-iris-left-cross-lg4000-1.png,live,"['cross', 'direct']",Male,0
0.0300664669228373,"['190412_102_LG4000/2019-102-001-iris-left-cross-lg4000-2.png', '190412_102_LG4000/2019-102-001-iris-left-direct-lg4000-2.png']",190412_102_LG4000/2019-102-001-iris-left-cross-lg4000-2.png,live,"['cross', 'direct']",Male,0
0.0217667984230046,"['190412_102_LG4000/2019-102-001-iris-right-cross-lg4000-0.png', '190412_102_LG4000/2019-102-001-iris-right-direct-lg4000-0.png']",190412_102_LG4000/2019-102-001-iris-right-cross-lg4000-0.png,live,"['cross', 'direct']",Male,0
0.0247565249461635,"['190412_102_LG4000/2019-102-001-iris-right-cross-lg4000-1.png', '190412_102_LG4000/2019-102-001-iris-right-direct-lg4000-1.png']",190412_102_LG4000/2019-102-001-iris-right-cross-lg4000-1.png,live,"['cross', 'direct']",Male,0
0.0361200785514013,"['190412_102_LG4000/2019-102-001-iris-right-cross-lg4000-2.png', '190412_102_LG4000/2019-102-001-iris-right-direct-lg4000-2.png']",190412_102_LG4000/2019-102-001-iris-right-cross-lg4000-2.png,live,"['cross', 'direct']",Male,0
0.084258759598361,"['190412_102_LG4000/2019-102-002-iris-left-cross-lg4000-0.png', '190412_102_LG4000/2019-102-002-iris-left-direct-lg4000-0.png']",190412_102_LG4000/2019-102-002-iris-left-cross-lg4000-0.png,fake,"['cross', 'direct']",Male,0
0.0346739522807278,"['190412_102_LG4000/2019-102-002-iris-left-cross-lg4000-1.png', '190412_102_LG4000/2019-102-002-iris-left-direct-lg4000-1.png']",190412_102_LG4000/2019-102-002-iris-left-cross-lg4000-1.png,fake,"['cross', 'direct']",Male,0
0.0648404242380392,"['190412_102_LG4000/2019-102-002-iris-left-cross-lg4000-2.png', '190412_102_LG4000/2019-102-002-iris-left-direct-lg4000-2.png']",190412_102_LG4000/2019-102-002-iris-left-cross-lg4000-2.png,fake,"['cross', 'direct']",Male,0
0.0677298199957179,"['190412_102_LG4000/2019-102-002-iris-right-cross-lg4000-0.png', '190412_102_LG4000/2019-102-002-iris-right-direct-lg4000-0.png']",190412_102_LG4000/2019-102-002-iris-right-cross-lg4000-0.png,fake,"['cross', 'direct']",Male,0
0.0661919106766971,"['190412_102_LG4000/2019-102-002-iris-right-cross-lg4000-1.png', '190412_102_LG4000/2019-102-002-iris-right-direct-lg4000-1.png']",190412_102_LG4000/2019-102-002-iris-right-cross-lg4000-1.png,fake,"['cross', 'direct']",Male,0
0.0694470024673005,"['190412_102_LG4000/2019-102-002-iris-right-cross-lg4000-2.png', '190412_102_LG4000/2019-102-002-iris-right-direct-lg4000-2.png']",190412_102_LG4000/2019-102-002-iris-right-cross-lg4000-2.png,fake,"['cross', 'direct']",Male,0
0.0727178154821941,"['190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-0.png', '190412_102_LG4000/2019-102-004-iris-left-direct-lg4000-0.png']",190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-0.png,fake,"['cross', 'direct']",Female,1
0.0465342872876506,"['190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-1.png', '190412_102_LG4000/2019-102-004-iris-left-direct-lg4000-1.png']",190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-1.png,fake,"['cross', 'direct']",Female,1
0.0546880404073467,"['190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-2.png', '190412_102_LG4000/2019-102-004-iris-left-direct-lg4000-2.png']",190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-2.png,fake,"['cross', 'direct']",Female,1
0.063893031446191,"['190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-3.png', '190412_102_LG4000/2019-102-004-iris-left-direct-lg4000-3.png']",190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-3.png,fake,"['cross', 'direct']",Female,1
0.0643146803461521,"['190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-4.png', '190412_102_LG4000/2019-102-004-iris-left-direct-lg4000-4.png']",190412_102_LG4000/2019-102-004-iris-left-cross-lg4000-4.png,fake,"['cross', 'direct']",Female,1
0.0797396934193335,"['190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-0.png', '190412_102_LG4000/2019-102-004-iris-right-direct-lg4000-0.png']",190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-0.png,fake,"['cross', 'direct']",Female,1
0.0817088101672152,"['190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-1.png', '190412_102_LG4000/2019-102-004-iris-right-direct-lg4000-1.png']",190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-1.png,fake,"['cross', 'direct']",Female,1
0.0694070673884385,"['190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-2.png', '190412_102_LG4000/2019-102-004-iris-right-direct-lg4000-2.png']",190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-2.png,fake,"['cross', 'direct']",Female,1
0.0695628860621039,"['190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-3.png', '190412_102_LG4000/2019-102-004-iris-right-direct-lg4000-3.png']",190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-3.png,fake,"['cross', 'direct']",Female,1
0.0671651829056832,"['190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-4.png', '190412_102_LG4000/2019-102-004-iris-right-direct-lg4000-4.png']",190412_102_LG4000/2019-102-004-iris-right-cross-lg4000-4.png,fake,"['cross', 'direct']",Female,1
0.0403822825832117,"['190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-0.png', '190412_102_LG4000/2019-102-003-iris-left-direct-lg4000-0.png']",190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-0.png,live,"['cross', 'direct']",Female,1
0.025270331648545,"['190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-1.png', '190412_102_LG4000/2019-102-003-iris-left-direct-lg4000-1.png']",190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-1.png,live,"['cross', 'direct']",Female,1
0.0225787773460324,"['190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-2.png', '190412_102_LG4000/2019-102-003-iris-left-direct-lg4000-2.png']",190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-2.png,live,"['cross', 'direct']",Female,1
0.0150464056367885,"['190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-3.png', '190412_102_LG4000/2019-102-003-iris-left-direct-lg4000-3.png']",190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-3.png,live,"['cross', 'direct']",Female,1
0.0241615398007969,"['190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-4.png', '190412_102_LG4000/2019-102-003-iris-left-direct-lg4000-4.png']",190412_102_LG4000/2019-102-003-iris-left-cross-lg4000-4.png,live,"['cross', 'direct']",Female,1
0.0347029437812458,"['190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-0.png', '190412_102_LG4000/2019-102-003-iris-right-direct-lg4000-0.png']",190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-0.png,live,"['cross', 'direct']",Female,1
0.0315612108194872,"['190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-1.png', '190412_102_LG4000/2019-102-003-iris-right-direct-lg4000-1.png']",190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-1.png,live,"['cross', 'direct']",Female,1
0.0227177261758863,"['190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-2.png', '190412_102_LG4000/2019-102-003-iris-right-direct-lg4000-2.png']",190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-2.png,live,"['cross', 'direct']",Female,1
0.0209754587045585,"['190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-3.png', '190412_102_LG4000/2019-102-003-iris-right-direct-lg4000-3.png']",190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-3.png,live,"['cross', 'direct']",Female,1
0.0349761800637617,"['190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-4.png', '190412_102_LG4000/2019-102-003-iris-right-direct-lg4000-4.png']",190412_102_LG4000/2019-102-003-iris-right-cross-lg4000-4.png,live,"['cross', 'direct']",Female,1
0.0849817799237302,"['190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-0.png', '190416_106_LG4000/2019-106-010-iris-left-direct-lg4000-0.png']",190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-0.png,fake,"['cross', 'direct']",Female,10
0.0855228124734166,"['190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-1.png', '190416_106_LG4000/2019-106-010-iris-left-direct-lg4000-1.png']",190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-1.png,fake,"['cross', 'direct']",Female,10
0.0837949588971478,"['190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-2.png', '190416_106_LG4000/2019-106-010-iris-left-direct-lg4000-2.png']",190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-2.png,fake,"['cross', 'direct']",Female,10
0.0602451863633789,"['190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-3.png', '190416_106_LG4000/2019-106-010-iris-left-direct-lg4000-3.png']",190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-3.png,fake,"['cross', 'direct']",Female,10
0.081915642587629,"['190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-4.png', '190416_106_LG4000/2019-106-010-iris-left-direct-lg4000-4.png']",190416_106_LG4000/2019-106-010-iris-left-cross-lg4000-4.png,fake,"['cross', 'direct']",Female,10
0.0719318110466529,"['190416_106_LG4000/2019-106-010-iris-right-cross-lg4000-0.png', '190416_106_LG4000/2019-106-010-iris-right-direct-lg4000-0.png']",190416_106_LG4000/2019-106-010-iris-right-cross-lg4000-0.png,fake,"['cross', 'direct']",Female,10
