gender,contacts,contacteye,contactcosmeticeye,subject_id,eye,contacts_brand,contacts_color,sensor,image_location,is_bona_fide
Female,No,Null,Null,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_4.png',True
Female,No,Null,Null,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L2_1.png',True
Female,No,Null,Null,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_3.png',True
Female,No,Null,Null,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_0.png',True
Female,No,Null,Null,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_R1_1.png',True
Female,No,Null,Null,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_2.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_2.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_4.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_3.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_4.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_1.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L2_2.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L1_2.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_R1_2.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_R1_0.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L1_3.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_R1_3.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L2_2.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_R1_1.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L1_0.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L1_4.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L1_3.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_R1_0.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L2_3.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L2_4.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L2_2.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L1_1.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L1_0.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_R1_1.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_R1_0.png',True
Female,No,Null,Null,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L1_3.png',True
Female,No,Null,Null,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L2_1.png',True
Female,No,Null,Null,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L1_2.png',True
Female,No,Null,Null,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_R1_1.png',True
Female,No,Null,Null,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_R1_2.png',True
Female,No,Null,Null,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_R1_4.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L2_4.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_R1_4.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L1_4.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L2_3.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L1_2.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_R1_2.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L1_2.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L1_4.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_R1_2.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L1_3.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L2_3.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L2_0.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L2_3.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L2_2.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L1_1.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_R1_0.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_R1_3.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L1_0.png',True
Female,No,Null,Null,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_R1_3.png',True
Female,No,Null,Null,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_R1_4.png',True
Female,No,Null,Null,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L1_2.png',True
Female,No,Null,Null,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_R1_0.png',True
Female,No,Null,Null,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_R1_2.png',True
Female,No,Null,Null,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L2_1.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L2_2.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_R1_4.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L2_4.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L1_4.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L1_3.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_R1_0.png',True
Female,No,Null,Null,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_R1_1.png',True
Female,No,Null,Null,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_L2_4.png',True
Female,No,Null,Null,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_L1_4.png',True
Female,No,Null,Null,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_L2_3.png',True
Female,No,Null,Null,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_R1_4.png',True
Female,No,Null,Null,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_R1_2.png',True
Female,No,Null,Null,21,Right,none,none,LG4000,'/ND3DIris/190417_107_LG4000/2019-107-015-iris-right-direct-lg4000-3.png',True
Female,No,Null,Null,21,Right,none,none,LG4000,'/ND3DIris/190417_107_LG4000/2019-107-015-iris-right-cross-lg4000-0.png',True
Female,No,Null,Null,21,Right,none,none,LG4000,'/ND3DIris/190417_107_LG4000/2019-107-015-iris-right-direct-lg4000-0.png',True
Female,No,Null,Null,21,Right,none,none,LG4000,'/ND3DIris/190417_107_LG4000/2019-107-015-iris-right-direct-lg4000-1.png',True
Female,No,Null,Null,21,Right,none,none,LG4000,'/ND3DIris/190417_107_LG4000/2019-107-015-iris-right-cross-lg4000-2.png',True
Female,No,Null,Null,21,Right,none,none,LG4000,'/ND3DIris/190417_107_LG4000/2019-107-015-iris-right-cross-lg4000-4.png',True
