gender,contacts,contacteye,contactcosmeticeye,subject_id,eye,contacts_brand,contacts_color,sensor,image_location,is_bona_fide
Female,No,Null,Null,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L2_3.png',True
Female,No,Null,Null,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L1_1.png',True
Female,No,Null,Null,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L2_2.png',True
Female,No,Null,Null,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_R1_2.png',True
Female,No,Null,Null,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_R1_0.png',True
Female,No,Null,Null,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L1_4.png',True
Female,No,Null,Null,8,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_005_Right_L2_1.png',True
Female,No,Null,Null,8,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_005_Right_L1_3.png',True
Female,No,Null,Null,8,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_005_Right_R1_0.png',True
Female,No,Null,Null,8,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_005_Right_L1_0.png',True
Female,No,Null,Null,8,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_005_Right_L2_4.png',True
Female,No,Null,Null,8,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_005_Right_L1_4.png',True
Female,No,Null,Null,62,Right,none,none,AD100,'/ND3DIris/190429_119_AD100/2019_119_005_Right_R1_0.png',True
Female,No,Null,Null,62,Right,none,none,AD100,'/ND3DIris/190429_119_AD100/2019_119_005_Right_L1_0.png',True
Female,No,Null,Null,62,Right,none,none,AD100,'/ND3DIris/190429_119_AD100/2019_119_005_Right_L2_3.png',True
Female,No,Null,Null,62,Right,none,none,AD100,'/ND3DIris/190429_119_AD100/2019_119_005_Right_R1_2.png',True
Female,No,Null,Null,62,Right,none,none,AD100,'/ND3DIris/190429_119_AD100/2019_119_005_Right_R1_4.png',True
Female,No,Null,Null,62,Right,none,none,AD100,'/ND3DIris/190429_119_AD100/2019_119_005_Right_L2_0.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_2.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_1.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_0.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_R1_4.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_3.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_4.png',True
Female,No,Null,Null,15,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_003_Right_R1_3.png',True
Female,No,Null,Null,15,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_003_Right_R1_2.png',True
Female,No,Null,Null,15,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_003_Right_L1_1.png',True
Female,No,Null,Null,15,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_003_Right_L2_3.png',True
Female,No,Null,Null,15,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_003_Right_L2_2.png',True
Female,No,Null,Null,15,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_003_Right_R1_4.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L1_0.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_R1_4.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L1_1.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L1_4.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L1_3.png',True
Female,No,Null,Null,36,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_001_Right_L2_0.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L2_0.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_R1_1.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L2_1.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_R1_0.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L1_1.png',True
Female,No,Null,Null,41,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_005_Right_L2_4.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L1_2.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_R1_4.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L2_0.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_R1_2.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L1_4.png',True
Female,No,Null,Null,27,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_009_Right_L2_2.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_0.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_4.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_3.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_2.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L2_4.png',True
