gender,contacts,contacteye,contactcosmeticeye,subject_id,eye,contacts_brand,contacts_color,sensor,image_location,is_bona_fide
Female,No,Null,Null,52,Right,none,none,AD100,'/ND3DIris/190425_115_AD100/2019_115_001_Right_L2_2.png',True
Female,No,Null,Null,52,Right,none,none,AD100,'/ND3DIris/190425_115_AD100/2019_115_001_Right_R1_0.png',True
Female,No,Null,Null,52,Right,none,none,AD100,'/ND3DIris/190425_115_AD100/2019_115_001_Right_L1_4.png',True
Female,No,Null,Null,52,Right,none,none,AD100,'/ND3DIris/190425_115_AD100/2019_115_001_Right_L1_0.png',True
Female,No,Null,Null,52,Right,none,none,AD100,'/ND3DIris/190425_115_AD100/2019_115_001_Right_L1_3.png',True
Female,No,Null,Null,52,Right,none,none,AD100,'/ND3DIris/190425_115_AD100/2019_115_001_Right_L1_2.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L2_0.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L1_1.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L2_1.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L1_2.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_R1_1.png',True
Female,No,Null,Null,9,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_007_Right_L2_3.png',True
Female,No,Null,Null,1,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_003_Right_L1_1.png',True
Female,No,Null,Null,1,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_003_Right_R1_2.png',True
Female,No,Null,Null,1,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_003_Right_R1_4.png',True
Female,No,Null,Null,1,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_003_Right_R1_1.png',True
Female,No,Null,Null,1,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_003_Right_L1_4.png',True
Female,No,Null,Null,1,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_003_Right_L1_3.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_R1_0.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_R1_2.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L1_3.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_R1_1.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L2_0.png',True
Female,No,Null,Null,37,Right,none,none,AD100,'/ND3DIris/190420_110_AD100/2019_110_003_Right_L1_0.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L1_0.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L1_2.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_R1_4.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_R1_1.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L2_1.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L1_3.png',True
Female,No,Null,Null,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L2_1.png',True
Female,No,Null,Null,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L1_4.png',True
Female,No,Null,Null,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L2_0.png',True
Female,No,Null,Null,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L2_4.png',True
Female,No,Null,Null,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L1_1.png',True
Female,No,Null,Null,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_R1_3.png',True
Female,No,Null,Null,29,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_013_Right_L1_0.png',True
Female,No,Null,Null,29,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_013_Right_R1_0.png',True
Female,No,Null,Null,29,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_013_Right_L2_2.png',True
Female,No,Null,Null,29,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_013_Right_L2_3.png',True
Female,No,Null,Null,29,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_013_Right_R1_1.png',True
Female,No,Null,Null,29,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_013_Right_L1_3.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L1_3.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L1_4.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_R1_1.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_R1_3.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_L1_0.png',True
Female,No,Null,Null,57,Right,none,none,AD100,'/ND3DIris/190426_116_AD100/2019_116_003_Right_R1_2.png',True
Female,No,Null,Null,30,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_015_Right_L1_0.png',True
Female,No,Null,Null,30,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_015_Right_L2_1.png',True
Female,No,Null,Null,30,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_015_Right_L1_4.png',True
Female,No,Null,Null,30,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_015_Right_L2_4.png',True
Female,No,Null,Null,30,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_015_Right_L2_0.png',True
Female,No,Null,Null,30,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_015_Right_R1_3.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L2_2.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L1_3.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L1_4.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L1_1.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_R1_1.png',True
Female,No,Null,Null,38,Right,none,none,AD100,'/ND3DIris/190421_111_AD100/2019_111_001_Right_L2_0.png',True
Female,No,Null,Null,77,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_005_Right_L1_0.png',True
Female,No,Null,Null,77,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_005_Right_L1_3.png',True
Female,No,Null,Null,77,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_005_Right_R1_3.png',True
Female,No,Null,Null,77,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_005_Right_L2_4.png',True
Female,No,Null,Null,77,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_005_Right_L2_1.png',True
Female,No,Null,Null,77,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_005_Right_L1_4.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_4.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_0.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_R1_3.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_2.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_2.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_1.png',True
Female,No,Null,Null,30,Right,none,none,LG4000,'/ND3DIris/190418_108_LG4000/2019-108-015-iris-right-direct-lg4000-1.png',True
Female,No,Null,Null,30,Right,none,none,LG4000,'/ND3DIris/190418_108_LG4000/2019-108-015-iris-right-direct-lg4000-3.png',True
Female,No,Null,Null,30,Right,none,none,LG4000,'/ND3DIris/190418_108_LG4000/2019-108-015-iris-right-direct-lg4000-2.png',True
Female,No,Null,Null,30,Right,none,none,LG4000,'/ND3DIris/190418_108_LG4000/2019-108-015-iris-right-cross-lg4000-3.png',True
Female,No,Null,Null,30,Right,none,none,LG4000,'/ND3DIris/190418_108_LG4000/2019-108-015-iris-right-direct-lg4000-4.png',True
Female,No,Null,Null,30,Right,none,none,LG4000,'/ND3DIris/190418_108_LG4000/2019-108-015-iris-right-cross-lg4000-0.png',True
Female,No,Null,Null,49,Right,none,none,LG4000,'/ND3DIris/190424_114_LG4000/2019-114-001-iris-right-cross-lg4000-1.png',True
Female,No,Null,Null,49,Right,none,none,LG4000,'/ND3DIris/190424_114_LG4000/2019-114-001-iris-right-direct-lg4000-0.png',True
Female,No,Null,Null,49,Right,none,none,LG4000,'/ND3DIris/190424_114_LG4000/2019-114-001-iris-right-cross-lg4000-0.png',True
Female,No,Null,Null,49,Right,none,none,LG4000,'/ND3DIris/190424_114_LG4000/2019-114-001-iris-right-direct-lg4000-4.png',True
Female,No,Null,Null,49,Right,none,none,LG4000,'/ND3DIris/190424_114_LG4000/2019-114-001-iris-right-direct-lg4000-1.png',True
Female,No,Null,Null,49,Right,none,none,LG4000,'/ND3DIris/190424_114_LG4000/2019-114-001-iris-right-cross-lg4000-2.png',True
Female,No,Null,Null,6,Right,none,none,LG4000,'/ND3DIris/190416_106_LG4000/2019-106-001-iris-right-cross-lg4000-2.png',True
Female,No,Null,Null,6,Right,none,none,LG4000,'/ND3DIris/190416_106_LG4000/2019-106-001-iris-right-cross-lg4000-0.png',True
Female,No,Null,Null,6,Right,none,none,LG4000,'/ND3DIris/190416_106_LG4000/2019-106-001-iris-right-direct-lg4000-0.png',True
Female,No,Null,Null,6,Right,none,none,LG4000,'/ND3DIris/190416_106_LG4000/2019-106-001-iris-right-cross-lg4000-4.png',True
