gender,contacts,contacteye,contactcosmeticeye,subject_id,eye,contacts_brand,contacts_color,sensor,image_location,is_bona_fide
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L2_1.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L1_0.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L2_3.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_R1_1.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L1_2.png',True
Female,No,Null,Null,78,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_007_Right_L1_3.png',True
Female,No,Null,Null,43,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_009_Right_L2_2.png',True
Female,No,Null,Null,43,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_009_Right_L2_3.png',True
Female,No,Null,Null,43,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_009_Right_L1_0.png',True
Female,No,Null,Null,43,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_009_Right_R1_4.png',True
Female,No,Null,Null,43,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_009_Right_L1_1.png',True
Female,No,Null,Null,43,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_009_Right_R1_3.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_0.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L2_1.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_3.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_2.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_L1_0.png',True
Female,No,Null,Null,16,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_005_Right_R1_3.png',True
Female,No,Null,Null,82,Right,none,none,AD100,'/ND3DIris/190514_134_AD100/2019_134_001_Right_L1_4.png',True
Female,No,Null,Null,82,Right,none,none,AD100,'/ND3DIris/190514_134_AD100/2019_134_001_Right_L2_0.png',True
Female,No,Null,Null,82,Right,none,none,AD100,'/ND3DIris/190514_134_AD100/2019_134_001_Right_L2_1.png',True
Female,No,Null,Null,82,Right,none,none,AD100,'/ND3DIris/190514_134_AD100/2019_134_001_Right_L1_3.png',True
Female,No,Null,Null,82,Right,none,none,AD100,'/ND3DIris/190514_134_AD100/2019_134_001_Right_L1_1.png',True
Female,No,Null,Null,82,Right,none,none,AD100,'/ND3DIris/190514_134_AD100/2019_134_001_Right_R1_1.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L1_4.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L2_0.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_R1_4.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L2_3.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_R1_0.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L1_0.png',True
Female,No,Null,Null,72,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_001_Right_L1_4.png',True
Female,No,Null,Null,72,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_001_Right_R1_4.png',True
Female,No,Null,Null,72,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_001_Right_L1_3.png',True
Female,No,Null,Null,72,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_001_Right_L1_1.png',True
Female,No,Null,Null,72,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_001_Right_L1_0.png',True
Female,No,Null,Null,72,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_001_Right_L2_1.png',True
Female,No,Null,Null,44,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_001_Right_L2_3.png',True
Female,No,Null,Null,44,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_001_Right_R1_1.png',True
Female,No,Null,Null,44,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_001_Right_L2_0.png',True
Female,No,Null,Null,44,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_001_Right_R1_0.png',True
Female,No,Null,Null,44,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_001_Right_L2_4.png',True
Female,No,Null,Null,44,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_001_Right_L1_0.png',True
Female,No,Null,Null,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L2_2.png',True
Female,No,Null,Null,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L1_0.png',True
Female,No,Null,Null,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L2_4.png',True
Female,No,Null,Null,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L2_0.png',True
Female,No,Null,Null,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_R1_4.png',True
Female,No,Null,Null,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L2_3.png',True
Female,No,Null,Null,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L1_1.png',True
Female,No,Null,Null,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L1_0.png',True
Female,No,Null,Null,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L2_4.png',True
Female,No,Null,Null,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L2_2.png',True
Female,No,Null,Null,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L1_2.png',True
Female,No,Null,Null,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_R1_4.png',True
