gender,contacts,contacteye,contactcosmeticeye,subject_id,eye,contacts_brand,contacts_color,sensor,image_location,is_bona_fide
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L1_1.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L2_3.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L2_4.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_R1_4.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_R1_2.png',True
Female,No,Null,Null,86,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_005_Right_L1_2.png',True
Female,No,Null,Null,40,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_003_Right_L2_3.png',True
Female,No,Null,Null,40,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_003_Right_R1_2.png',True
Female,No,Null,Null,40,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_003_Right_L1_4.png',True
Female,No,Null,Null,40,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_003_Right_R1_0.png',True
Female,No,Null,Null,40,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_003_Right_L2_0.png',True
Female,No,Null,Null,40,Right,none,none,AD100,'/ND3DIris/190422_112_AD100/2019_112_003_Right_L1_0.png',True
Female,No,Null,Null,2,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_005_Right_L1_3.png',True
Female,No,Null,Null,2,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_005_Right_L1_1.png',True
Female,No,Null,Null,2,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_005_Right_L2_1.png',True
Female,No,Null,Null,2,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_005_Right_R1_3.png',True
Female,No,Null,Null,2,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_005_Right_L2_3.png',True
Female,No,Null,Null,2,Right,none,none,AD100,'/ND3DIris/190412_102_AD100/2019_102_005_Right_L2_2.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_4.png',True
Female,No,Null,Null,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_2.png',True
