gender,contacts,contacteye,contactcosmeticeye,file,subject_id,eye,contacts_brand,contacts_color,sensor,image_location,is_bona_fide
Female,No,Null,Null,190430_120_AD100/2019_120_009_Right_L2_2.png,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L2_2.png',True
Female,No,Null,Null,190430_120_AD100/2019_120_009_Right_R1_3.png,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_R1_3.png',True
Female,No,Null,Null,190430_120_AD100/2019_120_009_Right_L2_3.png,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L2_3.png',True
Female,No,Null,Null,190430_120_AD100/2019_120_009_Right_L2_0.png,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_L2_0.png',True
Female,No,Null,Null,190430_120_AD100/2019_120_009_Right_R1_1.png,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_R1_1.png',True
Female,No,Null,Null,190430_120_AD100/2019_120_009_Right_R1_0.png,67,Right,none,none,AD100,'/ND3DIris/190430_120_AD100/2019_120_009_Right_R1_0.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_009_Right_R1_3.png,79,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_009_Right_R1_3.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_009_Right_L1_0.png,79,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_009_Right_L1_0.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_009_Right_L1_1.png,79,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_009_Right_L1_1.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_009_Right_R1_1.png,79,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_009_Right_R1_1.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_009_Right_L1_3.png,79,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_009_Right_L1_3.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_009_Right_L1_4.png,79,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_009_Right_L1_4.png',True
Female,No,Null,Null,190424_114_AD100/2019_114_001_Right_L1_2.png,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L1_2.png',True
Female,No,Null,Null,190424_114_AD100/2019_114_001_Right_L2_2.png,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L2_2.png',True
Female,No,Null,Null,190424_114_AD100/2019_114_001_Right_L1_4.png,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L1_4.png',True
Female,No,Null,Null,190424_114_AD100/2019_114_001_Right_L1_1.png,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L1_1.png',True
Female,No,Null,Null,190424_114_AD100/2019_114_001_Right_R1_1.png,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_R1_1.png',True
Female,No,Null,Null,190424_114_AD100/2019_114_001_Right_L2_3.png,49,Right,none,none,AD100,'/ND3DIris/190424_114_AD100/2019_114_001_Right_L2_3.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_011_Right_L1_2.png,28,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_011_Right_L1_2.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_011_Right_R1_1.png,28,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_011_Right_R1_1.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_011_Right_L2_4.png,28,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_011_Right_L2_4.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_011_Right_L2_3.png,28,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_011_Right_L2_3.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_011_Right_L1_1.png,28,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_011_Right_L1_1.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_011_Right_R1_4.png,28,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_011_Right_R1_4.png',True
Female,No,Null,Null,190516_136_AD100/2019_136_003_Right_R1_2.png,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_R1_2.png',True
Female,No,Null,Null,190516_136_AD100/2019_136_003_Right_L2_2.png,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_2.png',True
Female,No,Null,Null,190516_136_AD100/2019_136_003_Right_L1_3.png,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_3.png',True
Female,No,Null,Null,190516_136_AD100/2019_136_003_Right_L1_1.png,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L1_1.png',True
Female,No,Null,Null,190516_136_AD100/2019_136_003_Right_R1_3.png,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_R1_3.png',True
Female,No,Null,Null,190516_136_AD100/2019_136_003_Right_L2_4.png,85,Right,none,none,AD100,'/ND3DIris/190516_136_AD100/2019_136_003_Right_L2_4.png',True
Female,No,Null,Null,190423_113_AD100/2019_113_009_Right_L1_3.png,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_3.png',True
Female,No,Null,Null,190423_113_AD100/2019_113_009_Right_R1_1.png,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_R1_1.png',True
Female,No,Null,Null,190423_113_AD100/2019_113_009_Right_L1_1.png,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_1.png',True
Female,No,Null,Null,190423_113_AD100/2019_113_009_Right_L2_1.png,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L2_1.png',True
Female,No,Null,Null,190423_113_AD100/2019_113_009_Right_L1_4.png,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_L1_4.png',True
Female,No,Null,Null,190423_113_AD100/2019_113_009_Right_R1_3.png,48,Right,none,none,AD100,'/ND3DIris/190423_113_AD100/2019_113_009_Right_R1_3.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_005_Right_L1_2.png,25,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_005_Right_L1_2.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_005_Right_L2_1.png,25,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_005_Right_L2_1.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_005_Right_L1_3.png,25,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_005_Right_L1_3.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_005_Right_L2_2.png,25,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_005_Right_L2_2.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_005_Right_L1_0.png,25,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_005_Right_L1_0.png',True
Female,No,Null,Null,190418_108_AD100/2019_108_005_Right_L1_1.png,25,Right,none,none,AD100,'/ND3DIris/190418_108_AD100/2019_108_005_Right_L1_1.png',True
Female,No,Null,Null,190419_109_AD100/2019_109_001_Right_L2_2.png,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L2_2.png',True
Female,No,Null,Null,190419_109_AD100/2019_109_001_Right_R1_0.png,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_R1_0.png',True
Female,No,Null,Null,190419_109_AD100/2019_109_001_Right_L1_4.png,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L1_4.png',True
Female,No,Null,Null,190419_109_AD100/2019_109_001_Right_R1_1.png,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_R1_1.png',True
Female,No,Null,Null,190419_109_AD100/2019_109_001_Right_L2_0.png,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L2_0.png',True
Female,No,Null,Null,190419_109_AD100/2019_109_001_Right_L2_1.png,33,Right,none,none,AD100,'/ND3DIris/190419_109_AD100/2019_109_001_Right_L2_1.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_013_Right_L1_2.png,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L1_2.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_013_Right_R1_4.png,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_R1_4.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_013_Right_R1_0.png,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_R1_0.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_013_Right_L2_4.png,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L2_4.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_013_Right_L1_4.png,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L1_4.png',True
Female,No,Null,Null,190510_130_AD100/2019_130_013_Right_L1_3.png,81,Right,none,none,AD100,'/ND3DIris/190510_130_AD100/2019_130_013_Right_L1_3.png',True
Female,No,Null,Null,190416_106_AD100/2019_106_009_Right_L1_4.png,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L1_4.png',True
Female,No,Null,Null,190416_106_AD100/2019_106_009_Right_L1_0.png,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L1_0.png',True
Female,No,Null,Null,190416_106_AD100/2019_106_009_Right_L2_4.png,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L2_4.png',True
Female,No,Null,Null,190416_106_AD100/2019_106_009_Right_R1_2.png,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_R1_2.png',True
Female,No,Null,Null,190416_106_AD100/2019_106_009_Right_L1_2.png,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_L1_2.png',True
Female,No,Null,Null,190416_106_AD100/2019_106_009_Right_R1_4.png,10,Right,none,none,AD100,'/ND3DIris/190416_106_AD100/2019_106_009_Right_R1_4.png',True
Female,No,Null,Null,190509_129_AD100/2019_129_007_Right_R1_0.png,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_R1_0.png',True
Female,No,Null,Null,190509_129_AD100/2019_129_007_Right_R1_4.png,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_R1_4.png',True
Female,No,Null,Null,190509_129_AD100/2019_129_007_Right_R1_2.png,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_R1_2.png',True
Female,No,Null,Null,190509_129_AD100/2019_129_007_Right_L1_3.png,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_L1_3.png',True
Female,No,Null,Null,190509_129_AD100/2019_129_007_Right_L1_0.png,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_L1_0.png',True
Female,No,Null,Null,190509_129_AD100/2019_129_007_Right_L2_0.png,74,Right,none,none,AD100,'/ND3DIris/190509_129_AD100/2019_129_007_Right_L2_0.png',True
Female,No,Null,Null,190417_107_AD100/2019_107_013_Right_L2_2.png,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L2_2.png',True
Female,No,Null,Null,190417_107_AD100/2019_107_013_Right_R1_4.png,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_R1_4.png',True
Female,No,Null,Null,190417_107_AD100/2019_107_013_Right_R1_3.png,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_R1_3.png',True
Female,No,Null,Null,190417_107_AD100/2019_107_013_Right_L2_0.png,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L2_0.png',True
Female,No,Null,Null,190417_107_AD100/2019_107_013_Right_L1_1.png,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L1_1.png',True
Female,No,Null,Null,190417_107_AD100/2019_107_013_Right_L1_2.png,20,Right,none,none,AD100,'/ND3DIris/190417_107_AD100/2019_107_013_Right_L1_2.png',True
Female,No,Null,Null,190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-4.png,80,Right,none,none,LG4000,'/ND3DIris/190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-4.png',True
Female,No,Null,Null,190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-2.png,80,Right,none,none,LG4000,'/ND3DIris/190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-2.png',True
Female,No,Null,Null,190510_130_LG4000/2019-130-011-iris-right-cross-lg4000-2.png,80,Right,none,none,LG4000,'/ND3DIris/190510_130_LG4000/2019-130-011-iris-right-cross-lg4000-2.png',True
Female,No,Null,Null,190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-0.png,80,Right,none,none,LG4000,'/ND3DIris/190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-0.png',True
Female,No,Null,Null,190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-1.png,80,Right,none,none,LG4000,'/ND3DIris/190510_130_LG4000/2019-130-011-iris-right-direct-lg4000-1.png',True
Female,No,Null,Null,190510_130_LG4000/2019-130-011-iris-right-cross-lg4000-1.png,80,Right,none,none,LG4000,'/ND3DIris/190510_130_LG4000/2019-130-011-iris-right-cross-lg4000-1.png',True
Female,No,Null,Null,190430_120_LG4000/2019-120-007-iris-right-cross-lg4000-4.png,66,Right,none,none,LG4000,'/ND3DIris/190430_120_LG4000/2019-120-007-iris-right-cross-lg4000-4.png',True
Female,No,Null,Null,190430_120_LG4000/2019-120-007-iris-right-direct-lg4000-3.png,66,Right,none,none,LG4000,'/ND3DIris/190430_120_LG4000/2019-120-007-iris-right-direct-lg4000-3.png',True
Female,No,Null,Null,190430_120_LG4000/2019-120-007-iris-right-cross-lg4000-1.png,66,Right,none,none,LG4000,'/ND3DIris/190430_120_LG4000/2019-120-007-iris-right-cross-lg4000-1.png',True
Female,No,Null,Null,190430_120_LG4000/2019-120-007-iris-right-direct-lg4000-4.png,66,Right,none,none,LG4000,'/ND3DIris/190430_120_LG4000/2019-120-007-iris-right-direct-lg4000-4.png',True
Female,No,Null,Null,190430_120_LG4000/2019-120-007-iris-right-direct-lg4000-0.png,66,Right,none,none,LG4000,'/ND3DIris/190430_120_LG4000/2019-120-007-iris-right-direct-lg4000-0.png',True
Female,No,Null,Null,190430_120_LG4000/2019-120-007-iris-right-cross-lg4000-3.png,66,Right,none,none,LG4000,'/ND3DIris/190430_120_LG4000/2019-120-007-iris-right-cross-lg4000-3.png',True
Female,No,Null,Null,190509_129_LG4000/2019-129-007-iris-right-cross-lg4000-2.png,74,Right,none,none,LG4000,'/ND3DIris/190509_129_LG4000/2019-129-007-iris-right-cross-lg4000-2.png',True
Female,No,Null,Null,190509_129_LG4000/2019-129-007-iris-right-direct-lg4000-1.png,74,Right,none,none,LG4000,'/ND3DIris/190509_129_LG4000/2019-129-007-iris-right-direct-lg4000-1.png',True
Female,No,Null,Null,190509_129_LG4000/2019-129-007-iris-right-direct-lg4000-3.png,74,Right,none,none,LG4000,'/ND3DIris/190509_129_LG4000/2019-129-007-iris-right-direct-lg4000-3.png',True
Female,No,Null,Null,190509_129_LG4000/2019-129-007-iris-right-cross-lg4000-3.png,74,Right,none,none,LG4000,'/ND3DIris/190509_129_LG4000/2019-129-007-iris-right-cross-lg4000-3.png',True
Female,No,Null,Null,190509_129_LG4000/2019-129-007-iris-right-cross-lg4000-0.png,74,Right,none,none,LG4000,'/ND3DIris/190509_129_LG4000/2019-129-007-iris-right-cross-lg4000-0.png',True
Female,No,Null,Null,190509_129_LG4000/2019-129-007-iris-right-direct-lg4000-2.png,74,Right,none,none,LG4000,'/ND3DIris/190509_129_LG4000/2019-129-007-iris-right-direct-lg4000-2.png',True
Female,No,Null,Null,190516_136_LG4000/2019-136-003-iris-right-direct-lg4000-2.png,85,Right,none,none,LG4000,'/ND3DIris/190516_136_LG4000/2019-136-003-iris-right-direct-lg4000-2.png',True
